twitts,sentiment
Wasnt bad at first it felt awkward but than it got better im glad i was there to celebrate my beba Tiff's 21 bday... ,1
might b e late for church  Anywhoo thankin God for waking me and my loved one's up this morning! p.s. Happy Father's Day!,0
"@MyCentralCoast let the drunks get caught, i reckon ",1
@mileycyrus what about canada ????? ,1
@mollykamikaze why? I havent even tweeted anything particularly ridiculous today ,1
@nicole_lemon hayyyy!!! what up ma cute pic ,1
@LolzyluvsJB Neither could i! And i looked on ebay and it was like 250 euro for two!!!! but i doubt my parents would fork that amount out ,0
"Not looking forward to this exam, Oh dear ",0
"i like that when my friends see TMNT things, they think of me  about to leave to go watch my senior friends graduate!",1
@BethEWest that's fab news. ,1
@secondpower Thanks! ,1
@NickJoeKevin01 yeah when you click on the page it says &quot;this account has been suspended&quot; ,0
"Now, I feel bad. I dont get angry with people,  I do that only with close friends. I know, some people hate me for that. ",0
http://bit.ly/TuljR  click here to see my short video about Paris ,1
@KalebNation YaY!!! I cant wait to see you tomorrow ,1
"I'm a lil bummed, going to AT&amp;T tomorrow to drop 3G from my iPhone ",0
The day I hit an animal with my car is the day I break down and become a hysterical mess ,0
doesn't feel good!  hope i didn't bring a mexican flu with me home ,0
Misses her baby sooo much ,0
@bubblegumneko I now how you feel. ,0
@PandaMayhem Yeah - it's a bit late for that now though...so water water water.  ,1
@josephpuyat lol talk about the third freaking time man!!! ,1
"Oh hey, @AyeletHaShachar - you think Twitter has made it to Shenkar yet? Heheheh ",1
"@DerrickJWyatt When you listen to the latest ep of TFW'd podcast, skip to 9:35. ",1
Hey @kiddshow I almost wore shorts today but lacked the confidence.   (kiddlive live &gt; http://ustre.am/2FUW),1
"yeah, they're always really helpful  &amp; can't believe we're talking about this on twitter!",1
@PascalePerry Any particular reason or just joie de vivre? ,1
"@mjaj07 ok well since I am going to bed, this ends our tweet convo. ttyl hun ",1
okay so vue dnt have any jobs ,0
@iannah0423 I LOVE YOUR PIC  Where are you??? And I'm GREAT. That headache yesterday is GONE! WOOH!,1
@msilve I have two days to decide. Well really like a day and a half  please kill me. Direct order.,0
Another sleepless night... my head is thinking too much and the bed is empty  This seems to happen everytime I'm in beirut?,0
@donmilleris society looks down upon old guys using their camera phone to take pictures of little children. just so you know ,1
"@chluaid oOoh, I thought &quot;9:&quot; was some weird smiley and I was going to see a brackenwood sequence storyboarded..will check it out ",1
why doesn't family channel have &quot;Jonas &quot; yet...?? ,0
The Hobbit's house has been found!  So cute!    http://bit.ly/4iPEw,1
I really think another trip to the maldives would be the best thing all round.  Ahh paradise!,1
I have to say that you're too &quot;sáº¿n&quot;! (the way you compliment the actors you like)  I don't like that ,0
"So, I'm going to stop tweeting for now 'til later. Bye everyone ",1
@notanarmadillo what'd you do wrong? You don't have give me a play by play or anything but the jist of it! ,1
#3hotwords &quot;I love you&quot;   #3turnoffwords &quot;Eurovision Song Contest&quot;  LMFAO!!,1
sitting in Einstein's really distraught by the missing Air France Jet; praying up a storm for all those people; roadtrip to MIA anyone? ,1
600 updates! The boys are baaaaaaaaaaaaack!  &quot;I like that&quot;,1
@MrsHeikkinen  Can you find a travel agent with whom you can share your desired parameters? That can really help!,0
Yippee! A long weekend!!! And I have a yucky cold!!! ,0
"Lynndee England (Abu Ghraib abuser) ~ &quot;Why the hell should I feel sorry?&quot; &gt;&gt; i feel sorry, that you're part of the human race.  ",0
"ok so we're 24th with all my gadgets removed  4th though (tvguide, todo, iLike, us) of gadgets that aren't google and more than a rss feed",0
ugh. nothing to do today..  miss benni and he's leaving thursday. oh well. going to shower. then store w/mom.,0
"FOLLOW ME PLZ TRYING TO GET TO 100,000,000 FOLLOWERS ",1
@sir_will It's missed you! I get to see you guys in 12 days!! ,1
"Update:  Finger is broken   Sadly, not the first time and probably not the last.  Complaining is for Wusses so that's the last of it.",0
@danalar ooooh ace!! i've applied for tesco cos my mum works there hah and i did apply for the works and h+m but no interview ,0
"@Miss_Dani_Baby Afraid I cant be any help in dressing you, dont know much about girls clothes ",1
I DONT KNOW WHAT TO VOTE FOR BEST MOVIE!!!i love them all ,0
@soleil_noir Me too.    Although I'm pretty pleased with the bookmarks.  Next: homemade sugar scrubs!,1
@mileycyrus i'm voting for you right now on mtv.com  WOOT WOOT.,1
@LavyD27 I would say your llllllllateeee ,0
"@dkisamore ... Oh, well you didnt specify at first. I guess we're cool then... Lol ",1
I want to strangle the living fuck out of my partner. HURRY UP AND COME BACK TO WORK RICHARD!  lol,0
about to k.O ,1
"@MaryPutty Oh yeah, potatoes I can get! I have quite a few friends with open pantries. I can hardly ever find what I need, though ",0
Marley &amp; Me reduced me and Mrs Chivas to tears  I never used to be this sentimental? Was it the ice cold buds or am i just getting old?,0
long work week but i will be enjoying my weekend! can't wait!please dont waste your time being unhappy or hating  tooooooodles nighty nite,1
it's been one of those nights where I've stayed up for absolutely no reason whatsoever  Time to try sleep I think...,0
"@beckinelson lolz same, i would re-creat it in a video but like non ov my friends watch swac ",0
At the 'rent's watching tv. Wow.. jimmy fallon was so much better on snl ,0
Got my bike working again. Cleaned and oiled it. Runs like a dream! Pity I could barely keep balance after so long! ,1
@jasoncastro Jayysuunnnn how've you been? Cool you've been writing? Can't wait for your album. ,1
Ite rainy. so i have to go shopping tomorrow. ,0
"@sheridanzig I think thats perfectly fine, not that I'm a big bourbon drinker, I'm more into girly drinks ",1
@andrewrondeau Welcome!  ,1
"@HestonAYoung You aren't following me, so I can respond to your DM. ",0
Got some pictures of the sunrise on my way home this morning they came out pretty nice ,1
"very tired after partly lastnight.. n tonight its time for cooling downmy self, will go to temple for pray.. ",1
I Wish I Could Just Help  Oh So Sad!,0
"Oh I just love @DantePosh from afar! What can i say, you have great taste in women @PhoenixJade ! ",1
@facet_ @wildheart_baby I have a feeling he is watching the evil that is Big Brother ,0
I need some mad hugs or something right now. ,0
@danalarock I was there!! Moved right up when you told everyone to get up and come up to the stage!I know I missed our face to face met ,0
part of the song sings!  Plus....come on! You gotta LOVE LA!,1
@WeTheCAITLIN I have like a heart attack everytime I hear or see his name! Him replying to me was amazing!  love ya mrs. hun-do!,1
Not really  but its work so yea kinda,1
"@sublime98 Milk, Gran Torino, Bolt, Bride Wars, New In Town (yeah I got through a few...) Damn I love longhaul ",1
"watching Selena. i love this movie, it still makes me cry at the end ",0
watching a movie alone...I miss my honey ,0
@jennyzzz NIFTY! Did you make him say &quot;nuclear wessels&quot;? ,1
@PerezHilton Leave Adam Lamber alone!!! Leave him alone! lol ,1
@ModelSupplies thank you so much but I guess you  haven't seen my beak close-up! ,1
@forsgren thank you for the retweet ,1
@foolhandy I checked it out on YouTube - think I have my fill of it now.  Enjoy though ,1
American Idol next on Starworld!  But I know who was kicked out already. ,0
looking at stats of our news network. I wish I can reveal the huge growth in Google referrals just by following Ethical SEO ,1
this what we call a contact high ,1
tummy ache ,0
"Almost fell down the stairs haha! Gonna get a buspass, sucks to have lost my OV  oh well!",0
@rodiell thanks. ,1
@akanina2 I know!   Am putting out the word I want tix &amp; hoping for a miracle! Might go 2 theatre on nite of show &amp; see if any1 is sellng.,0
@melaniesays haha I'm going to cry again tonight; it still doesn't feel weird. omg I hate this ,0
@finalfusion ã¤ã®ãªã¹ã? ã?¨ã­ãã¯ã?§ã?ã?ã?©ï¼ã¢ã¡ãªã«ã? ã?¨æ®éã?ªã?®ã?ã ,1
TeamFundays! I'm sooo sorry.  I can't seem to log on to our dailybooth.  I have failed for today. Can you guys log in?,0
you are like a gentle breeze that has blown through my life  â« http://blip.fm/~7s61t,1
just finished work I hope Katies having a good first day today! Quick nap befor lax now ,1
Finally - it is Aakash who gets me on twitter ... ,1
i dont like it when my bf doesnt feel good. it makes me sad ,0
sick. in bed. my tissue box and book are my companions right now ,0
"@luckee13 I know how to cheer you up......47 DAYS!!!!!!!!!!!!!    That's when you get to see me again!  (Oh, and that other guy, too.) LOL",1
Sore throat ,0
i have a cold. And its really annoying. ,0
I might be a little too addicted to this being anti-social thing. it's sooo nice. haha someone save me! see you guys at Pop Noir thursday ,1
@Droopsytje Yep  And I want to be older too haha xD,0
"ICKY DAY  BORING, too.",0
@PandaMayhem cool!  Would luv that ,1
"a new week, new software is waiting to be tested ",1
Back to the rat race -- had a long night yesterday my little tike was up crying ,0
+600 days without TV at Nam' but it is soon finished ,1
Fudge Brownie! I live alone and I have so much shizzle to wash. Hard being a pimp I guess... ,1
looking at new iPone apps ,1
i'm nusy being emo about missing the love of my life ,0
woowee i just had a great 2 hour nap   now on to my hw ,0
@kudanmarco yup.. Just happen today without any warning or announcement.. ,0
Oh  The Lily Allen track ~ Not Fair ~ Came at Number 6 this week. I was hoping it would go higher. Oh well!,0
"@IneffableNothin I love Pandora, but I am really liking Blip.fm even more.  And guess who is getting published?   &lt;-----This guy. ",1
@gibsythegypsy i wanna see Angels and Demons! ,1
"If you feel like it, check out this picture I posted on the OrbMore Forums: http://bit.ly/2MkmN  ",1
@calvinharris you were amazing sat nite Isle of Wight festival.... ,1
@dcmabnikki Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip ,1
@MrHouse1842 April 4th. ,1
@BbInDaLoop sho off its like 48 degrees here ,0
"Mmmm, just had some fresh cream victoria sponge. Looooovely..But now I feel a bit sick ",0
Hopefully get to try Uncharted 2 beta tonight....if it works! Also Prince of Persia 4 for the 360 arrived from swapgames ,1
@Kaylee0214 Tuesday sounds fine ,1
"waw, exam weeks! g2g for a week!!! ",0
dying dying dying dying dying! And i'm late for work and got black aftershock all down my fav white shirt ,0
My ppl R gettin killed &amp; i cant join them  @iranelection http://bit.ly/vU5G3,0
The sun has come back out. Once again I am denied my awesome storm ,0
@dpburland we don't do the c word only the b word which under good circumstances means bickies!! w/ her it was BABA! she came runnin' ,1
the scene where amanda peets walks into the glass door in a lot like love makes me laugh all the time!! ,1
Sepiring mangga harum manis-potong kecil2+air putih nemenin santayku nonton The Stealth ,1
"Close my eyes, all I see is dresses. LMAO. Listening to James Blunt's &quot;Same Mistake&quot; ",1
i need to get to 3.000!!!! ,0
About to go pick up my roomate from the airport....no more house to myself. ,0
good morning... ,1
Man i miss everyone ,0
heyy!! jst got done watchingg UP! sickestt movie everr!!  gonna go to TOKYPO WAKO! ,1
"Awesome, watching @SureShotGG in the 1v100 mob.  It was full when I tried to join a second later lol",1
